,_id,type,title,category,time,lang,cluster
16,5e8d92fa7ac1f2cf57f7a8da,event,武汉大学张蔚团队在新生儿血液样品中检测到病毒特异性抗体，但是在2例婴儿中检测到IgM，这表明可能存在母婴垂直传播的可能。,,2020/03/27,zh,0
689,5ec690a59fced0a24bf0053a,event,英国等多国科学家团队研究指出在疫苗出现之前，政府采取50天严格封锁与30天放松限制交替进行的防控方法，可能是控制新冠病毒传播、减轻医疗压力的有效策略。,,2020/05/21,zh,0
522,5ea5884f9fced0a24b6281c8,event,美国加州圣克拉拉县政府公共卫生部门本周公布的最新检测报告显示，早在2月6日当地就有人死于新冠肺炎，这比美国此前公布的首例新冠死亡病例出现时间提前了20多天。,,2020/04/26,zh,0
19,5e8d92fa7ac1f2cf57f7a8dd,event,美国国家过敏和传染病研究所主任Anthony S. Fauci称新冠肺炎很可能成为季节性、周期性的疾病，需要做好准备应对全球疫情迎来二次爆发。,,2020/03/27,zh,0
20,5e8d92fa7ac1f2cf57f7a8de,event,欧洲疾病预防和控制中心日前发布预备性风险分析称，新冠病毒疫情在气温上升的夏季结束可能性较低。,,2020/03/27,zh,0
21,5e8d92fa7ac1f2cf57f7a8df,event,湖北省卫生健康委员会副主任柳东如表示目前湖北省和武汉市内防扩散、外放输出已取得阶段性成果，疫情防控形势积极向好，武汉主战场疫情传播基本阻断。,,2020/03/27,zh,0
23,5e8d92fa7ac1f2cf57f7a8e3,event,中国科学院副秘书长、中国科学院院士周琪表示1月中国公布的病毒的全序列，目前已经开发了很多种不同的检测手段。检测的灵敏度、检测的时间，都在不断向着越来越好的方向发展。现在国家药监局已经公布了多批检测试剂盒和相关装备，部分装备也在向海外推广和出口，在检测手段上有了革命性的更新。,,2020/03/27,zh,0
24,5e8d92fa7ac1f2cf57f7a8e5,event,中国疾病预防控制中心冯子健团队研究发现在疫情早期阶段，COVID-19每7.4天增加一倍，基本生殖数R0估计为2.2。这表明自2019年12月中以来在亲密接触者之间已经发生了人与人之间的传播。应在有危险的人群（如老年人）中采取预防或减少传播的措施。,,2020/03/26,zh,0
27,5e8d92fa7ac1f2cf57f7a8e9,event,科技部副部长徐南平介绍到疫情发生之后，中国科技界成立科研攻关组，围绕临床救治和药物、疫苗研发、病毒溯源和传播、检测试剂与设备、动物模型构建五大方向，取得了一批切实管用的科技成果。,,2020/03/26,zh,0
28,5e8d92fa7ac1f2cf57f7a8ea,event,美国制药企业吉利德发布声明称，已经向美国食品药品监督管理局（FDA）提出申请，要求收回授予瑞德西韦的孤儿药资格，并且放弃与孤儿药资格相关的所有优惠权益。,,2020/03/26,zh,0
29,5e8d92fa7ac1f2cf57f7a8eb,event,世卫组织总干事谭德塞吁吁所有采取封锁措施的国家利用窗口期进攻病毒，希望人们待在家里，阻止人口流动，减轻对卫生系统的压力。各国也应该采取所需的更精准、更有针对性的措施，以制止传播并挽救生命。,,2020/03/26,zh,0
30,5e8d92fa7ac1f2cf57f7a8ec,event,意大利14家研究中心在对意大利COVID-19疫情深入研究后，结果显示新型冠状病毒早在2020年1月1日就开始在伦巴第大区流行，直到2月20日意大利1号病人被发现为止，新冠肺炎疫情在被发现前已在意大利发展了数个星期。,,2020/03/26,zh,0
18,5e8d92fa7ac1f2cf57f7a8dc,event,中央应对新冠肺炎疫情工作领导小组会议指出，发现无症状感染者主要有四种途径：① 对新冠肺炎病例的密切接触者医学观察期间的主动检测；② 聚集性疫情调查中开展的主动检测；③ 新冠肺炎病例的传染源追踪过程中对暴露人群的主动检测；　④ 对部分有新冠肺炎病例持续传播地区的旅行史和居住史人员的主动检测。,,2020/03/27,zh,0
98,5e8d92fa7ac1f2cf57f7a946,event,美国心脏病学会（ACC）也发布了一份临床公告，提醒心血管疾病患者在疫情之下可能面临的潜在风险，并建议了一系列合理的预防措施。,,2020/03/16,zh,0
67,5e8d92fa7ac1f2cf57f7a916,event,中国疾控中心研究员冯录召表示当前批准上市的新冠肺炎检测试剂主要包括两类，一类是核酸检测试剂，一类是抗体检测试剂。抗体检测可用于对核酸检测阴性的病例进行辅助诊断，也可以对病例进行排查筛查，但是还不能代替核酸检测方法。,,2020/03/20,zh,0
102,5e8d92fa7ac1f2cf57f7a94a,event,国家卫健委新闻发言人米锋介绍，目前国内疫情防控形势持续向好，但是境外疫情却在加速扩散，“外防输入”已经成为当前我国疫情防控的重中之重。,,2020/03/16,zh,0
108,5e8d92fa7ac1f2cf57f7a95c,event,美国马里兰大学分析了温度和纬度与COVID-19的相关性，预测2020年3月和4月将向北部区域（温度低）传播。,,2020/03/15,zh,0
111,5e8d92fa7ac1f2cf57f7a95f,event,首都机场设置处置专区，全部国际及来自港澳台地区进港航班，均停靠首都机场处置专区，3月16日起所有境外进京人员均需转送至集中观察点隔离观察14天,,2020/03/15,zh,0
466,5e99bcd59fced0a24baa368f,event,广东省疾病预防控制中心柯昌文研究团队使用流行病学和系统发育分析相结合的结果表明，尽管由于大流行初期病毒遗传变异低，但系统发育聚类尚不确定。该研究结果表明，假定的本地传输链的时间，规模和持续时间受到国家出行限制以及该省大规模密集监视和干预措施的约束。,,2020/04/16,zh,0
109,5e8d92fa7ac1f2cf57f7a95d,event,国家自然科学基金委员会发布“重大疫情的环境安全与次生风险防控”重大项目指南。该项目直接预算费用最高可达 2000 万元/项，资助期限为 5 年。,,2020/03/15,zh,0
462,5e99bcd59fced0a24baa3685,event,美国疾病控制和预防中心发布了美国新冠肺炎病例的人口统计学特征数据报告，报告中提出在现有的统计数据中：大多数病例年龄在18-44岁和45-64岁年龄段间。73%的病例发生在18-64岁之间，另有90619例病人超过65岁以上。在种族方面，白人病例中80%的年龄超过65岁。在45-64岁年龄组中，34%的病例是非裔美国人（黑人）。,,2020/04/16,zh,0
114,5e8d92fa7ac1f2cf57f7a96b,event,清华大学曾坚阳、朱凤才等合作团队基于机器学习的方法成功预测有效的针对特定的冠状病毒候选药物。研究发现的PARP1抑制剂CVL218可以作为治疗COVID-19的潜在治疗剂。,,2020/03/14,zh,0
119,5e8d92fa7ac1f2cf57f7a975,event,新加坡国家传染病中心Oon-Tek Ng等人通过研究追踪了2020年1月30日登上从武汉到新加坡航班的94人得出结论：筛选无症状或轻微症状患者，对于控制疫情至关重要。,,2020/03/13,zh,0
461,5e99bcd59fced0a24baa3683,event,北海道大学教授西浦博表示如果不限制人员外出，采取严厉措施的话，日本将会有85万人陷入重症感染状态。预计其中一半的人，将近42万人会死亡。,,2020/04/16,zh,0
120,5e8d92fa7ac1f2cf57f7a976,event,《科学》杂志日前发文称，由于无症状患者、潜伏期患者、体温检测设备假阴性和假阳性、隐瞒病情等原因，机场入境筛查很难阻止冠状病毒传播。从非典、埃博拉等传染病经验看，入境检查中发现感染的乘客极为罕见。即使筛查人员确实偶然发现了病例，但对疫情暴发过程几乎没有影响。,,2020/03/13,zh,0
653,5ebd46f39fced0a24bdd613d,event,日本NHK实验揭秘COVID-19传播速度非常快，在外边活动需要谨慎。,,2020/05/14,zh,0
106,5e8d92fa7ac1f2cf57f7a95a,event,清华大学、江苏省疾控中心等合作团队开发了一个数据驱动的药物重新定位框架，发现PARP1抑制剂CVL218可以作为治疗COVID-19的潜在治疗剂。,,2020/03/15,zh,0
656,5ebd46f39fced0a24bdd6143,event,世卫组织紧急项目负责人表示，新冠病毒可能成为长期问题，很难预测何时可以战胜病毒。世卫组织总干事谭德塞提出建议，敦促任何国家保持最高警戒。,,2020/05/14,zh,0
124,5e8d92fa7ac1f2cf57f7a980,event,"面对全球的""大流行""，中国医疗专家已携带大量医疗物资驰援意大利、伊拉克等国家。中央指导组专家组成员、中国工程院院士、天津中医药大学校长张伯礼在武汉接受记者采访时介绍，中国带去的物资中有我们的国宝中医药，主要有两种中药——传统中成药连花清瘟颗粒和金花清感。",,2020/03/13,zh,0
469,5e99bcd59fced0a24baa3696,event,世卫组织卫生紧急项目负责人迈克尔·瑞安表示，目前还不清楚温度湿度等气候因素对新冠病毒的影响，也许不得不学习如何与之共存。,,2020/04/16,zh,0
123,5e8d92fa7ac1f2cf57f7a97f,event,"美国国家过敏和传染病研究所(NIAID)主任Anthony Fauci告诉记者：""我们正在考虑最坏的情况，即疫情进一步扩大。""他说，为了阻止疫情爆发并拯救生命，世界需要一种疫苗",,2020/03/13,zh,0
541,5ea6f83c9fced0a24be6c617,event,由中科普瑞昇公司和中国科学院合肥物质科学研究院联合科技攻关团队，利用细胞工程技术以及分子生物学相关技术，紧急开发了以荧光素酶报告体系为基础的针对新冠病毒3C蛋白酶的药物高通量检测细胞体系。,,2020/04/27,zh,0
543,5ea8394f9fced0a24b770e9c,event,腾讯医典携手中国国际电视台(CGTN) 面向全球推“新冠肺炎自筛工具”国际版，通过CGTN的全平台渠道为全球用户提供帮助。除此之外，该工具此前也通过腾讯“Together We Can”全球战“疫”信息平台发布。,,2020/04/28,zh,0
294,5e8d92fa7ac1f2cf57f7b8b4,event,钟南山院士与广州呼吸健康研究院关伟杰副研究员、深圳市人民医院陈荣昌教授，在发表的述评文章中提出，无症状患者可能是人传人重要传染源，可能存在粪口传播途径，强调必须重视早期诊断以及隔离确诊病例；总结了中药（包括连花清瘟胶囊、六神丸）对病毒体外抑制作用的验证、发现氯喹、氢氧混合气体吸入对改善新冠病毒感染患者临床症状的价值,,2020/03/31,zh,1
506,5ea5523f9fced0a24b515aea,event,南卡罗来纳大学研究人员在仅接受羟氯喹治疗的患者中发现总死亡率增加。这些发现突出了在广泛采用这些药物之前，等待正在进行的前瞻性，随机，对照研究结果的重要性。,,2020/04/23,zh,1
307,5e8d92fa7ac1f2cf57f7b99d,event,中科院院士卞修武：从肺部病变来看，新冠肺炎略轻于SARS,,2020/03/02,zh,1
542,5ea8394f9fced0a24b770e9a,event,金斯瑞生物与美国西奈山伊坎医学院的研究人员就开发靶向引发新冠肺炎（COVID-19）的SARS-CoV-2病毒的抗体药物达成合作。该抗体旨在阻止病毒进入人肺细胞，是针对新冠肺炎的一种潜在治疗方案。,,2020/04/28,zh,1
302,5e8d92fa7ac1f2cf57f7b998,event,卞修武院士：系统解剖已有14例，新冠肺炎病理研究正日渐深入,,2020/03/03,zh,1
385,5e8dbd929fced0a24b6e6375,event,期刊IJAA发布公告称羟氯喹和阿奇霉素联合治疗COVID-19的临床试验的研究论文不符合ISAC的预期标准，特别是缺乏对受试者入选标准和患者病情分类的阐述，以保证受试患者的试验安全。,,2020/04/08,zh,1
299,5e8d92fa7ac1f2cf57f7b8d1,event,王福生院士发文：新冠病毒感染与药物可引起肝损伤,,2020/03/04,zh,1
35,5e8d92fa7ac1f2cf57f7a8f1,event,北京大学第一医院感染科主任医师王贵强指出目前已开展29例新冠肺炎病亡患者的遗体解剖，总体来看，肺部病变非常重，免疫系统受到打击且受累较重，进一步检测发现病毒仍然在病亡患者的肺里存在。,,2020/03/25,zh,1
34,5e8d92fa7ac1f2cf57f7a8f0,event,中国工程院院士黄璐琦团队接到国家药品监督管理局通知团队研制的化湿败毒颗粒获得临床试验批件，是首个获批的治疗新冠肺炎中药新药临床试验批件。,,2020/03/25,zh,1
570,5eaebb429fced0a24b1d5e32,event,张文宏教授团队在 Cell Research 期刊发表文章，文章说明了当前对重症新冠患者管理的策略，并讨论了抗病毒药物和糖皮质激素的潜在用途。,,2020/05/01,zh,1
382,5e8d92fa7ac1f2cf57f7be01,event,英国圣玛丽医院研究人员对目前COVID-19的治疗和预防性介入的临床试验进行评估和对全球反应进行了总结。目前的治理策略有抗病毒治疗、抗疟治疗、免疫抑制剂/免疫调节剂、细胞和血浆治疗和替代治疗策略。,,2020/04/07,zh,1
36,5e8d92fa7ac1f2cf57f7a8f2,event,香港大学研究团队发现新型型冠状病毒肺炎患者的唾液病毒载量，在症状出现后的第一周最高，之后随时间下降。新冠肺炎患者在初期具有最高的病毒载量，可以解释新冠肺炎快速传播的特性。,,2020/03/25,zh,1
598,5eb163289fced0a24bf1b0d3,event,中日友好医院曹彬教授团队指出瑞德西韦同情用药研究文章的数据与瑞德西韦的使用能否建立直接联系仍需慎重。瑞德西韦治疗重症患者的评估疗效需要等待仍在进行的随机、安慰剂对照临床试验(RCT)结果。,,2020/04/11,zh,1
661,5ebe95b99fced0a24b3974ad,event,上海交大附属瑞金医院研究团队研究表明使用羟氯喹并不能显著提升轻度至中度新冠住院患者核酸转阴的几率，而且副作用要高于标准治疗。,,2020/05/15,zh,1
40,5e8d92fa7ac1f2cf57f7a8f6,event,广州医科大学附属广州市第八人民医院研究人员指出洛匹那韦/利托那韦（克力芝）或阿比朵尔单药治疗在轻度中度COVID-19的临床治疗中收效甚微。此外，洛匹那韦/利托那韦治疗还可能导致更多病人的不良反应。,,2020/03/25,zh,1
175,5e8d92fa7ac1f2cf57f7a9e9,event,第一例新冠肺炎逝者遗体解剖12天后，尸解报告公布，并明确称，新冠肺炎病变仍聚焦肺部，其他脏器损伤的证据不足。肺部纤维化及实变没有SARS导致的病变严重，而渗出性反应较 SARS 明显.对新冠肺炎死者尸体进行病理解剖，可以为临床治疗和诊断提供有力支持。,,2020/02/28,zh,1
270,5e8d92fa7ac1f2cf57f7b818,event,深圳市第三人民医院张政团队研究发现年轻和轻度的COVID-19患者似乎更容易复阳，重新入院后没有明显的临床症状和疾病进展。在随访期间需要更灵敏的RNA检测方法来监测这些患者。该研究结果为COVID-19患者恢复期的有效管理提供了经验信息和证据。,,2020/04/01,zh,1
271,5e8d92fa7ac1f2cf57f7b819,event,武汉大学张旃团队研究发现，在COVID-19患者中，使用羟氯喹可以显著缩短临床康复时间并促进肺炎的吸收，目前仍需要大规模的临床和基础研究来阐明其具体机制并不断优化治疗方案。,,2020/04/01,zh,1
273,5e8d92fa7ac1f2cf57f7b81b,event,中国工程院院士陈志南及其团队研究发现美普珠单抗治疗新冠肺炎安全有效，该药物由其团队开发，但样本量十分小，且尚未在中美获批上市；抗新冠效果仍需严谨临床试验验证。,,2020/04/01,zh,1
399,5e8f3fd99fced0a24b8bc19e,event,德国联邦药品与医疗器械研究所表示，新冠肺炎重症患者在其他药物和治疗方法均无效的情况下，将被允许使用瑞德西韦进行治疗。,,2020/04/09,zh,1
398,5e8f3fd99fced0a24b8bc19c,event,吉利德科学（Gilead）开展的两项瑞德西韦治疗中＼重症COVID-19d的临床试验入组的重度患者人数从400例提高到2400例，中度患者人数从600例提高到1600例，预计5月份可以获得试验结果。,,2020/04/09,zh,1
276,5e8d92fa7ac1f2cf57f7b89f,event,钟南山院士团队研究发现慢阻肺、糖尿病、高血压、恶性肿瘤均与新冠病毒感染的临床预后密切相关，有合并症的新冠患者比没有合并症的入住ICU、死亡风险显著增高，应对此类患者予以足够的个人防护和更为密切的医学观察与干预。,,2020/04/02,zh,1
39,5e8d92fa7ac1f2cf57f7a8f5,event,空军军医大学陈志南研究团队发现人源化抗CD147抗体meplazumab（美普珠单抗）治疗COVID-19肺炎患者安全有效。该研究结果支持对meplazumab（美普珠单抗）作为治疗COVID-19肺炎的药物进行大规模临床研究。,,2020/03/25,zh,1
156,5e8d92fa7ac1f2cf57f7a9cb,event,武汉协和医院西院区与北京地坛医院召开了京汉新冠肺炎医疗救治5G远程视频研讨会，这是北京医疗队支援武汉39天以来，规模最大的视频会议。与会专家就危重患者救治问题及进一步提高治愈率、降低病亡率问题展开深入讨论。,,2020/03/05,zh,1
449,5e96f2d49fced0a24b0ca63b,event,北京大学援鄂抗疫国家医疗队领导组组长乔杰院士认为新冠病毒影响生殖系统和母婴垂直传播还有待进一步研究揭示，建议新冠肺炎愈后患者三个月到半年后再考虑生育。,,2020/04/15,zh,1
393,5e8f3fd99fced0a24b8bc192,event,中国一个研究团队研究发现恢复期血浆具有通过中和病毒血症改善重型COVID-19患者临床结果的潜能，但恢复期血浆治疗COVID-19患者的最佳剂量和给药时间以及确切临床效益还需要在更大规模的对照试验中做进一步的研究。,,2020/04/09,zh,1
568,5eaebb419fced0a24b1d5e2d,event,中国科学技术大学研究人员研究发现托珠单抗能改善重症COVID-19患者的临床症状，是救治新冠肺炎重症患者的有效方法。但由于该研究不是随机双盲试验，故有必要进行更多的临床试验，验证托珠单抗的临床作用。,,2020/05/01,zh,1
502,5ea5523f9fced0a24b515ad4,event,浙江大学研究人员研究发现新冠重症风险与高血压、心血管疾病、慢性肾病和糖尿病显著相关，与慢性肝病相关性不强。同时，新冠死亡风险与重症患者的急性心脏、肾脏损伤高度相关。但这一结果可能存在偏倚，且不能确定病史与重症转化之间的因果关系,,2020/04/23,zh,1
389,5e8dbd929fced0a24b6e6380,event,国药集团中国生物研究人员根据目前接受治疗患者的临床数据，研究发现康复者血浆治疗能够显著改善重症新冠肺炎患者的临床症状并降低病毒载量，且安全性良好。,,2020/04/08,zh,1
44,5e8d92fa7ac1f2cf57f7a8fa,event,郑州大学王宇明团队研究发现在新冠肺炎疫情期间，伦理道德审查加快，批准率降低。,,2020/03/24,zh,1
291,5e8d92fa7ac1f2cf57f7b8b0,event,64岁的南非艾滋病首席科学家Gita Ramjee因感染新冠肺炎病逝。,,2020/04/02,zh,1
279,5e8d92fa7ac1f2cf57f7b8a2,event,武汉大学人民医院的研究团队研究发现羟氯喹在治疗COVID-19期间可以显著缩短发热、咳嗽缓解时间，促进肺炎改善。,,2020/04/02,zh,1
32,5e8d92fa7ac1f2cf57f7a8ee,event,以色列国防部表示对新冠肺炎病人的声音进行分析后可以得出一个“声音指纹”，这也许有助于发现其他人的新冠肺炎症状，并确定检测和治疗的重点。,,2020/03/25,zh,1
464,5e99bcd59fced0a24baa368a,event,深圳第三人民医院陈军通过对新冠病人肝功能特征分析，发现那些使用了使用洛匹那韦/利托那韦的患者有更高的肝脏损伤风险，该研究为全球不断蔓延的新冠疫情提供中国经验和临床数据支持。研究团队提出肝功能异常的患者更易发展成更严重的疾病状态；对那些住院期间使用治疗药物可能导致的肝脏损伤，应给予持续监控。,,2020/04/16,zh,1
310,5e8d92fa7ac1f2cf57f7b9a0,event,中国药学会副理事长陈志南院士团队发现美普珠单抗可治疗新冠肺炎,,2020/03/14,zh,1
460,5e99bcd59fced0a24baa3681,event,中国多地医务工作者将羟基氯喹加入目前的COVID-19患者的护理标准中虽然没有明显提升患者新冠病毒的转阴率，但能够加速临床症状的缓解，这表明羟氯喹有助于新冠患者临床症状的缓解，但接受者的不良反应明显增加，需要密切关注其副作用。,,2020/04/16,zh,1
456,5e99bcd59fced0a24baa3662,event,国际欧亚科学院院士王伟表示，清肺排毒汤已在28省市广泛使用，收到了较好的效果。临床救治组研究发现治愈率高达99.28%，并在临床症状方面改善非常明显。,,2020/04/17,zh,1
457,5e99bcd59fced0a24baa3668,event,上海中医药大学附属曙光医院呼吸科主任张炜大概重症患者中75%有严重的肺纤维化。肺纤维化导致缺氧、呼吸机依赖，要用到ECMO，中医对于肺纤维化能起到好的作用。,,2020/04/17,zh,1
650,5ebd46f39fced0a24bdd6136,event,以色列生物公司Stero宣布用CBD类固醇治疗COVID-19，研究人员希望这项研究能让以色列和世界各地越来越多的COVID-19患者更快地受益。,,2020/05/14,zh,1
587,5eb163279fced0a24bf1b050,event,李兰娟院士表示在在重症救治方面，我们运用“四抗二平衡”方案，同时积极运用人工肝、微生态、干细胞等新技术，也起到非常好的效果。,,2020/04/20,zh,1
692,5ec690a59fced0a24bf00545,event,英国国民医疗服务体系（NHS）的一项研究发现，英国约有三分之一的新冠肺炎死亡病例与糖尿病有关。其中，1型糖尿病患者的新冠肺炎死亡率比2型糖尿病患者更高。NHS的研究也证实了糖尿病会显著增加新冠病毒感染者的死亡风险。,,2020/05/21,zh,1
11,5e8d92fa7ac1f2cf57f7a8d5,event,哈佛大学医学院的专家研究发现新冠病毒会攻击鼻子里的关键细胞，这也解释为什么一些新冠肺炎患者会失去嗅觉和味觉，因此完全或部分丧失嗅觉可能是感染新冠肺炎的最初信号。,,2020/03/29,zh,1
588,5eb163279fced0a24bf1b066,event,中国科学院院士王福生团队的评论文章《COVID-19相关的肝损伤：诊治与挑战》指出，不管是在新冠肺炎轻症还是重症患者中都存在一定比例的肝脏功能异常情况。,,2020/04/19,zh,1
521,5ea552409fced0a24b515b2e,event,美国弗吉尼亚大学等机构的研究者们公布了在美国退伍军人COVID-19住院患者中使用羟氯喹的结果，研究结果显示，羟氯喹治疗组、羟氯喹联合阿奇霉素治疗组以及未接受羟氯喹治疗组的死亡率分别为27.8%、22.1%和11.4%。研究者们得出结论：他们没有发现任何证据表明，使用羟氯喹（不管是否与阿奇霉素联用）能够降低COVID-19住院患者机械通气的风险。此外，在接受羟氯喹单药治疗的患者中，他们还发现了与总死亡率增加的相关性。,,2020/04/22,zh,1
7,5e8d92fa7ac1f2cf57f7a8cf,event,深圳市第三人民医院刘映霞等研究发现输注恢复期患者血浆，可改善COVID-19重症患者临床症状，但仍需进一步试验。,,2020/03/29,zh,1
352,5e8d92fa7ac1f2cf57f7b9e2,event,火神山新型冠状病毒感染肺炎专科医院移交解放军医疗队管理使用,,2020/02/02,zh,1
459,5e99bcd59fced0a24baa3670,event,临床试验注册网站clinicaltrials显示，在中国进行的瑞德西韦治疗重症COVID-19的临床试验终止。理由是“中国已经很好地控制了COVID-19的流行，目前无足够患者入组”。,,2020/04/17,zh,1
355,5e8d92fa7ac1f2cf57f7bc27,event,中国工程院李兰娟院士团队建议对于发生细胞因子风暴伴肺部影像快速进展的COVID-19患者，应用人工肝血液净化治疗。人工肝血液净化系统由血浆置换、血浆吸附、血液/血浆滤过等血液净化模块组成，可有效清除细胞因子/趋化因子。,,2020/04/03,zh,1
580,5eb163269fced0a24bf1afe8,event,中国工程院院士张伯礼表示，国家药监局已批准将治疗新冠肺炎纳入“三药”，即金花清感颗粒、连花清瘟颗粒和胶囊、血必净注射液的新的药品适应症中。,,2020/04/23,zh,1
4,5e8d92fa7ac1f2cf57f7a8cc,event,俄罗斯联邦生物医药署的药物保护科研生产中心鉴于中国和法国的经验，已经研发出一种基于抗疟药甲氟喹的新冠肺炎治疗方案。生物医药署新闻处明确将研发成果被提议纳入到俄罗斯卫生部治疗新冠病毒的系统指南之中。,,2020/03/29,zh,1
3,5e8d92fa7ac1f2cf57f7a8cb,event,沈阳同联集团公司研发的可利霉素产品目前正在配合科技部对国内一些新冠肺炎患者进行临床试验，从目前的试验情况来看，可利霉素对于新冠肺炎治疗具有较好疗效。,,2020/03/29,zh,1
579,5eb163269fced0a24bf1afe6,event,中国工程院院士张伯礼获得抗击新冠肺炎疫情特别奖一等奖。在此次疫情中，张伯礼院士带领团队开拓了中医方舱医院，制定了中医药为主的救治模式，救治564例患者，实现0转重，0死亡的目标。项目组探索形成了中医药全过程介入疫情防治的科技攻关机制，在抗击新冠肺炎中发挥了重要支撑作用。,,2020/04/23,zh,1
31,5e8d92fa7ac1f2cf57f7a8ed,event,东京大学已确认甲磺酸萘莫司他治疗新冠肺炎有特效且安全。目前，赛升药业公司生产的甲磺酸萘莫司他项目临床III期阶段，已启动四家临床中心试验入组，进展顺利。,,2020/03/25,zh,1
455,5e96f2d49fced0a24b0ca652,event,华中科技大学同济医学院基础医学院黄波教授课题组研究发现，免疫细胞的糖原代谢通路可控制细胞因子风暴的产生，这表明糖原或能阻控新冠肺炎致命“风暴”。,,2020/04/15,zh,1
589,5eb163279fced0a24bf1b069,event,曹彬团队研究发现重症新冠患者的临床表现符合脓毒症或脓毒症休克的诊断标准，二者致病机理也有相似之处，病毒性脓毒症或为新冠肺炎的关键致病机制之一，但这一假说目前尚不完善。,,2020/04/19,zh,1
312,5e8d92fa7ac1f2cf57f7b9a2,event,中国科学院院士、陆军军医大学第一附属医院病理科主任（国家临床重点专科），全军临床病理学研究所所长卞修武，冒着极高的风险，在全国领先完成2例新冠肺炎患者遗体解剖，为揭示发病机制，分析死亡原因，总结诊疗经验，提高临床救治和防控效果提供了第一手信息。,,2020/03/11,zh,1
597,5eb163289fced0a24bf1b0d1,event,中国科学院院士王福生采用干细胞治疗新冠肺炎临床研究展开应急攻关，并取得了初步研究成果。,,2020/04/11,zh,1
147,5e8d92fa7ac1f2cf57f7a9b1,event,托珠单抗（Tocilizumab）对重症COVID-19患者临床验证有效果，其机制是阻断IL-6抑制炎症因子风暴，由于病人数量有限，后续仍需大量研究。,,2020/03/08,zh,1
526,5ea5884f9fced0a24b6281d8,event,美国首例死亡病例尸检报告显示当地一名女子是美国最早记录的新冠肺炎死亡病例，其死因是新冠肺炎引起的严重心脏病。报告显示，其心脏附近囊中充满血液，最终导致心脏受压破裂。,,2020/04/26,zh,1
316,5e8d92fa7ac1f2cf57f7b9a6,event,卞修武：依法规范开展新冠肺炎尸检病理诊断,,2020/02/19,zh,1
318,5e8d92fa7ac1f2cf57f7b9a8,event,中国疾控中心专家吴尊友：新冠肺炎病例30至79岁占90％,,2020/02/14,zh,1
26,5e8d92fa7ac1f2cf57f7a8e7,event,意大利国家卫生研究所在对2月21日至3月12日之间报告的13882例确诊病例分析中，男性占58%；在所有803例死亡病例中，男性占72%。新冠肺炎住院患者中，男性病亡率比女性高75%。,,2020/03/26,zh,1
336,5e8d92fa7ac1f2cf57f7b9c1,event,曹彬等人发论文：克力芝对新冠重症无明显疗效,,2020/03/19,zh,1
507,5ea5523f9fced0a24b515aec,event,武汉大学李红良教授围绕COVID-19对心血管系统的影响，从临床和基础的角度对COVID-19进行了系统地梳理和阐述。研究表明COVID-19也能够累及心血管系统。其次，合并心血管疾病的COVID-19患者，病情往往更加严重，死亡风险通常更高。因此，阐明COVID-19和心血管系统的关系，对于相关病人的救治以及该疾病的深入理解至关重要。,,2020/04/23,zh,1
324,5e8d92fa7ac1f2cf57f7b9af,event,《干细胞治疗新型冠状病毒肺炎（COVID-19）临床研究与应用专家指导意见》发布,,2020/04/01,zh,1
326,5e8d92fa7ac1f2cf57f7b9b3,event,以中国中医科学院院长黄璐琦院士为领队的第一批国家援鄂抗疫中医医疗队研制出化湿败毒颗粒，其临床试验申请近日获得国家药监局批准。这是首个治疗新冠肺炎的中药临床批件,,2020/03/29,zh,1
22,5e8d92fa7ac1f2cf57f7a8e1,event,英国国家重症监护审计和研究中心（ICNARC）发出一份最新研究报告，分析目前在全英入住ICU的196名重症病患，预警其中64%属于过重或肥胖人士。目前英国政府和美国疾病控制与预防中心（CDC）都将肥胖人群划为新冠肺炎高危人群，英国政府建议他们自我隔离。,,2020/03/27,zh,1
375,5e8d92fa7ac1f2cf57f7bd23,event,中国工程院院士仝小林院士披露三项科研成果，研究结果显示中医药治疗新冠肺炎，轻症患者病情无一加重，重型/危重型患者死亡率降低八成多，康复患者症状改善复阳率低。,,2020/04/04,zh,1
592,5eb163279fced0a24bf1b075,event,中国工程院院士乔杰回顾性分析了武汉地区50家新型冠状病毒感染肺炎诊治定点医院孕产妇的流行病学和临床特征、实验室及影像学特点、治疗和预后等数据，研究团队认为孕产妇感染SARS-CoV-2后发展为重症的风险不高于一般人群，这与孕产妇感染流行性感冒病毒的临床特点类似。,,2020/04/18,zh,1
142,5e8d92fa7ac1f2cf57f7a9a4,event,新冠肺炎当前临床救治成果总结： 科技攻关的一批药物和救治技术已在疾病救治当中扩大应用，磷酸氯喹、托珠单抗、中医药当中的有关方剂和注射液等一批推荐的药物以及康复者血浆、血液净化治疗这样一些治疗方法也纳入到诊疗方案，正在积极推动干细胞、单克隆抗体等先进技术用于危重症患者治疗研究。通过临床实践制定了分型分层的治疗策略，不断优化治疗方案，其中就包括阻断轻型、普通型向重症转化的治疗方案，也包括重型、危重型患者的救治方案。,,2020/03/09,zh,1
334,5e8d92fa7ac1f2cf57f7b9bd,event,为进一步提升干细胞救治新冠肺炎临床研究项目的科学性和规范性，协调优势资源，救治（危）重症患者，中国细胞生物学学会干细胞生物学分会和中华医学会感染病学分会于3月10日联合发布《干细胞治疗新型冠状病毒肺炎（COVID-19）临床研究与应用专家指导意见》,,2020/03/20,zh,1
