,_id,text,cluster
711,5e8d92fa7ac1f2cf57f7ba67,河南郭某鹏被判一年半最高检联合公安部发布涉境外输入型疫情防控典型案例，其中，河南某公司劳务派遣人员郭某鹏，隐瞒出境史造成40多人被隔离观察。4月3日，被以涉嫌妨害传染病防治罪判处有期徒刑一年零六个月，郭某鹏表示认罪认罚。,0
712,5e8d92fa7ac1f2cf57f7ba68,特朗普证实将出台佩戴口罩规定美国总统特朗普2日在白宫发布会上表示，即将出台关于佩戴口罩的规定，但不会是“强制的”。他还表示：“人们想戴口罩就戴。在很多方面，围巾（比口罩）更好，围巾更厚。,0
713,5e8d92fa7ac1f2cf57f7ba69,武汉返京男子感染母亲致28人隔离获刑4月3日下午，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市高级人民法院副院长蓝向东通报了一起妨害传染病防治犯罪案件。被告人常某长期在湖北省武汉市居住。于1月24日凌晨入住北京市房山区某小区，与其母、兄共同居住。在北京市期间，常某未报告武汉市居住史，不执行居家隔离措施，多次出入超市、药店等公共场所。其母于2月16日被确诊为新冠肺炎患者，常某于2月18日被确诊为无症状感染者，与其密切接触的28人被隔离。法院依法判处其有期徒刑八个月。,0
715,5e8d92fa7ac1f2cf57f7ba6b,武汉天河机场全面消杀4月3日，武汉市消防救援支队在专家指导下，对武汉天河国际机场航站楼、停车场等区域全方位深度消杀，为机场的全面复航做好准备。,0
719,5e8d92fa7ac1f2cf57f7babd,全国60名公安民警和35名辅警牺牲在战疫一线截至4月2日，全国共有60名公安民警和35名辅警牺牲在抗击疫情和维护安全稳定第一线。,0
720,5e8d92fa7ac1f2cf57f7babf,云南民警王代权殉职，55岁4月1日10时许，云南昭通巧家县公安局民警王代权因肝癌，倒在脱贫攻坚和疫情防控第一线。王代权今年55岁，从警35年，是公认的“老黄牛”，今年3月，病床上的他还打电话给当地村干部和群众了解工作。4月1日，因病情恶化，王代权与世长辞。,0
722,5e8d92fa7ac1f2cf57f7bac1,卫生部长施潘和罗伯特·科赫研究所长维勒（Lothar H. Wieler）就联邦制如何抗击疫情的相关提问回答时，都表达了相同的意见：只有各地卫生部门知道当地的实际状况，只有它们能做出正确的决定。要评估德国对每年季节性流感的防护效果，那么可以说，联邦制下的多层级组织形式是有效的，市镇有关部门根据各地区特点积累了足够经验。但是在新冠病毒大流行病的新形势下，地方力量可能迅速超负荷，急需要国家层面的统筹与协调甚至直接指挥。,0
726,5e8d92fa7ac1f2cf57f7bac5,国家医疗专家组成员李兴旺：人群对新型肺炎普遍易感】国家医疗专家组成员、北京地坛医院感染性疾病诊疗与研究中心首席专家李兴旺：现在从拿到的病例数据来看，对于这个病，人群是普遍易感，现在我们看到最小的报告年龄是1个月的新生儿，最大年龄是90多岁的老年人，所以，人群都是普遍易感的。,0
730,5e8d92fa7ac1f2cf57f7bac9,病毒学家金冬雁：治愈患者短期内二次患病几乎不可能,0
735,5e8d92fa7ac1f2cf57f7bacf,病毒学专家金冬雁：香港仍有机会保证疫情不大规模暴发,0
736,5e8d92fa7ac1f2cf57f7bad0,无症状感染者传染性有多强？疫苗何时能问世？吴尊友这么说,0
740,5e8d92fa7ac1f2cf57f7bad4,新冠肺炎成首个冠状病毒大流行 曾光:中国还没接近尾声,0
303,5e8d92fa7ac1f2cf57f7b340,全国第一例、第二例遗体解剖所获新冠肺炎病理送检在国家法律政策允许下，并征得患者家属同意，全国第一例、第二例由遗体解剖获得的新冠肺炎病理16日完成送检。16日凌晨3时许，全国第一例新冠肺炎遗体解剖工作在武汉市金银潭医院完成，并成功拿到新冠肺炎病理。16日18时45分，全国第二例新冠肺炎遗体解剖工作也顺利完成。两具遗体解剖病理目前已被送检。,0
999,5e9464739fced0a24be1514f,武汉大学李红良等人在系统介绍了ACE2的生理学功能，同时阐述了ACE2在COVID-19中潜在的治疗作用。,0
45,5e8d92fa7ac1f2cf57f7b100,德国拦截瑞士24万个口罩在欧洲新型冠状病毒疫情愈发严重之时，《新苏黎世报》、《一瞥报》等多家瑞士主流媒体8日报道称，“瑞士与德国产生公开争执”：德国海关上周拦截了24万只瑞士进口的防护口罩，随后瑞士方面紧急召见德国大使表示抗议出口禁令，要求德方立即放行。在此之前，德国政府因国内确诊人数不断增加已于3月4日下令禁止包括护目镜、防护口罩、防护服及手套等在内的各类医用防护物资的出口。,0
223,5e8d92fa7ac1f2cf57f7b2b1,"美国新冠肺炎确诊增至57例,其中40例为钻石公主号撤侨人员据NBC，美国疾病控制与预防中心最新数据显示，美国新冠肺炎确诊病例增至57例，其中40例为“钻石公主”号邮轮上的撤回人员。",0
24,5e8d92fa7ac1f2cf57f7b0b2,武汉16家方舱医院全部休舱3月10日下午，随着最后一批49名患者痊愈离开武汉市洪山体育馆的武昌方舱医院，这家运行35天的医院暂时结束了它在特殊时期的使命，宣布休舱。同日，江夏方舱医院也正式休舱。至此，武汉全部方舱医院均在各界祝福中“关门大吉”。,0
178,5e8d92fa7ac1f2cf57f7b229,武汉现有806名监所在押人员感染新冠肺炎记者从武汉市新冠肺炎疫情防控指挥部获悉，截至2月29日，该市累计报告监所在押人员感染新冠肺炎确诊病例806例。,0
46,5e8d92fa7ac1f2cf57f7b101,埃及首次出现新冠肺炎死亡病例据埃及多家媒体报道，埃及卫生和人口部发言人哈立德穆贾希德3月8日晚间在接受电视采访时称，目前该国新冠病毒检测呈阳性的感染者增至55人，目前已有12人康复，剩余43人正在接受隔离治疗。当天新增的7人均是在排查此前感染者的接触者时发现。当天早些时候，埃及卫生和人口部发布声明称，该国首次出现感染新冠肺炎后死亡的病例。哈立德表示，该病例是一名60岁的德国公民。,0
82,5e8d92fa7ac1f2cf57f7b182,火神山医院累计治愈患者破千3月5日14时许，经过火神山医院医护人员的科学救治和精心护理，又有88名确诊患者治愈出院。至此，火神山医院已累计治愈新冠肺炎确诊患者1009人。,0
147,5e8d92fa7ac1f2cf57f7b208,美国报告首例死亡病例，出现首例医护人员感染当地时间2月29日，美国华盛顿州报告一例新冠肺炎死亡病例，这也是本次疫情爆发以来美国本土出现的首例死亡病例。同时，华盛顿州还报告了全美第一例医护人员感染病例。,0
221,5e8d92fa7ac1f2cf57f7b2af,伊朗卫生部副部长感染新冠肺炎25日，伊朗卫生部副部长哈里奇在社交网站上发布了一段自拍视频，承认感染了新冠病毒，并表示正在自我隔离。他在视频中说，他从昨天开始有发热的症状，昨晚的初步检测为阳性。,0
224,5e8d92fa7ac1f2cf57f7b2b2,由韩国仁川飞山东威海航班5名乘客发热2月25日上午10：15，由韩国仁川飞抵威海的济州航空7C8501航班降落在威海大水泊国际机场。机上共载有163名旅客，其中19名韩国乘客、3名美国乘客、1名乌克兰乘客，其余为中国乘客。经现场检查，发现有5名乘客体温异常。,0
81,5e8d92fa7ac1f2cf57f7b181,湖北全面禁止食用野生动物《湖北省人民代表大会常务委员会关于严厉打击非法野生动物交易、全面禁止食用野生动物、切实保障人民群众生命健康安全的决定》已于2020年3月5日通过，自公布之日起施行。要求全面禁止食用所有陆生野生动物，包括人工繁育、人工饲养的陆生野生动物；法律法规规定重点保护的珍贵、濒危水生野生动物；法律法规规定禁止食用的其他野生动物。,0
219,5e8d92fa7ac1f2cf57f7b2ad,湖北监狱超20人受处分2月24日，中央指导组副组长、中央政法委秘书长陈一新前往湖北省监狱管理局，督导检查监狱疫情防控工作。湖北全省监狱对干警进行封闭执勤，对监所实行封闭管理，开展排查筛查，全力开展救治，进行隔离观察，抢建监狱方舱医院，严肃追责问责，对20余名相关人员给予党纪政纪处分，其中武汉女子监狱党委书记、监狱长被免职，1人被立案调查。,0
218,5e8d92fa7ac1f2cf57f7b2ac,湖北监狱确诊病例增至323人截至2月23日，湖北监狱系统现有罪犯确诊病例323人，其中武汉女子监狱279人，沙洋汉津监狱43人，省未成年管教所未1人；现有疑似病例10人。确诊罪犯中没有死亡病例，现有重症病例5人已转入地方定点医院，其余轻症患者将转入监狱方舱医院救治。出现首例确诊病例后，即采取果断措施转移非密切接触罪犯，目前扩散势头基本得到遏制。,0
149,5e8d92fa7ac1f2cf57f7b20a,"辽宁民警孟宪龙殉职，57岁3月1日，辽宁省阜新市阜蒙县公安局大五家子派出所民警孟宪龙,在抗击疫情期间，因突发心脏疾病牺牲在工作岗位上。",0
195,5e8d92fa7ac1f2cf57f7b264,日本累计确诊新冠肺炎891例，钻石公主号累计确诊705例截至当地时间2月27日上午8点，日本新冠肺炎感染者总计达894人，其中包括在日本国内的感染者175人，钻石公主号的乘客和乘务员705人，以及乘坐日本政府包机回到日本国内的14人。,0
150,5e8d92fa7ac1f2cf57f7b20b,黑龙江辅警周明广殉职，32岁3月1日，黑龙江七台河市公安局茄子河分局宏伟派出所辅警周明广、于佳昕在岚峰村执行完疫情防控任务后，驾车回派出所，因山道结冰路滑车辆失控，发生单方交通事故。当日21时30分许，周明广经全力抢救无效因公牺牲，年仅32岁。于佳昕正在全力抢救。,0
28,5e8d92fa7ac1f2cf57f7b0d9,葡萄牙总统因新冠肺炎疫情将主动接受隔离葡萄牙总统府网站8日发表声明说，葡总统德索萨因曾接见的学生所在学校出现新冠肺炎确诊病例，将主动接受两周隔离，取消所有原定公务活动。,0
217,5e8d92fa7ac1f2cf57f7b2ab,吉利德已获3项瑞德西韦有关专利授权务院联防联控机制新闻发布会2月25日举行，介绍维护市场秩序、支持复工复产有关情况。国家知识产权局副局长何志敏介绍，吉利德公司在中国申请了有关瑞德西韦药物的8项专利，其中3项已经授权，5项正在审查过程中，保护范围涵盖化合物、制剂和相关制造方法、用途等。,0
148,5e8d92fa7ac1f2cf57f7b209,武汉医生江学庆殉职，55岁3月1日，武汉市中心医院发布公告称，该院甲状腺乳腺外科党支部书记、主任、主任医师、中国医师奖获得者江学庆同志， 在抗击新冠肺炎疫情工作中不幸染病，经全力抢救无效，于2020年3月1日凌晨5点32分在武汉市肺科医院去世，享年55岁。,0
84,5e8d92fa7ac1f2cf57f7b185,陕西安康市中心医院正副院长被免职陕西省安康市问责查处了安康市中心医院院领导抗疫补助高于援鄂一线人员问题，安康市纪委监委对负有主要领导责任的院长陈文乾、副院长董根文予以免职，并给予政务记过处分；对负有监管责任的市卫生健康委员会主任王龙军予以诫勉；对其他责任人员按照干部管理权限交有关单位处理。,0
85,5e8d92fa7ac1f2cf57f7b186,蒋超良辞去湖北省人大常委会主任职务3月5日湖北省第十三届人民代表大会常务委员会第十五次会议通过，根据蒋超良同志辞去湖北省第十三届人民代表大会常务委员会主任职务的请求，按照《中华人民共和国地方各级人民代表大会和地方各级人民政府组织法》第二十七条的规定，湖北省第十三届人民代表大会常务委员会第十五次会议决定：接受蒋超良同志辞去湖北省第十三届人民代表大会常务委员会主任职务的请求，报省人民代表大会备案。,0
188,5e8d92fa7ac1f2cf57f7b246,钻石公主号2名南非籍船员确诊南非卫生部28日发布声明称，两名在“钻石公主号”邮轮上工作的南非籍船员对新冠病毒检测呈阳性反应。至此，“钻石公主号”邮轮上共计705例新冠肺炎感染病例，已出现6名死亡病例。,0
193,5e8d92fa7ac1f2cf57f7b24b,张伯礼称乐观估计全国除湖北外4月底可摘口罩中央指导组专家组成员、中国工程院院士、天津中医药大学校长张伯礼2月28日接受记者采访时表示，“4月底除了湖北以外，全国其他省市我觉得就可以摘口罩恢复正常秩序了。”,0
16,5e8d92fa7ac1f2cf57f7b0a9,意大利10日起封闭全国意大利总理孔特9日晚间宣布，10日起意大利将在全国范围内实行封城禁令，学校停课时间延长至4月3日。即3月8日凌晨实施的封城令扩大到全国范围。所有居民不得随意进出城市（除工作、紧急情况或医疗状况），出入城市须提供自述声明；同时，意大利暂停全部体育赛事。,0
17,5e8d92fa7ac1f2cf57f7b0aa,黄冈A级景区对援黄医护终身免票近日，湖北黄冈市开展“感恩白衣天使，灵秀黄冈欢迎您”感恩回馈活动：援黄医疗队员可携亲属1-3名，无限期、不限次免门票（首道大门票）游览市内A级旅游景区；山东省、湖南省户籍居民自疫情结束景区恢复正常运营后至2021年12月31日期间，可不限次免门票（首道大门票）游览市内A级旅游景区。在19省份对口支援中，黄冈为山东、湖南对口支援城市。,0
194,5e8d92fa7ac1f2cf57f7b24c,重庆全城亮灯向最美逆行者致敬2月28日晚6点半，江北嘴大剧院和渝中区高楼的LED大屏幕为战“疫”中“最美的你”点亮。当日，全市50处地标建筑以及3000多个LED大屏同时播放精心制作的海报，向战“疫”英雄致敬。,0
64,5e8d92fa7ac1f2cf57f7b14f,梵蒂冈确诊首例新冠肺炎病例据意大利TGCOM24电视台消息，3月6日梵蒂冈确诊首例新冠肺炎病例。,0
19,5e8d92fa7ac1f2cf57f7b0ac,蒙古国确诊首例新冠肺炎病例据蒙古国家通讯社10日报道，蒙古国紧急情况委员会主席、副总理恩赫图布辛在今晨6时召开会议上说，蒙古国确诊首例新冠肺炎病例。该患者为3月2日乘莫斯科至乌兰巴托航班抵达蒙古国的法国公民。,0
181,5e8d92fa7ac1f2cf57f7b23f,山东监狱管理局副局长被免职2月28日，山东省人民政府决定，免去王文杰的山东省监狱管理局副局长职务。,0
93,5e8d92fa7ac1f2cf57f7b1a6,法国政府征用全国口罩3月4日，法国政府发布政令，要求在5月31日前，征用所有公共法人与私人所持有和生产的FFP2型（相当于国内N95型）呼吸防护面罩及医用一次性口罩。,0
232,5e8d92fa7ac1f2cf57f7b2bd,已查办4500多家哄抬口罩价格企业截至24日，市场监管部门已经查办了4500多家哄抬口罩价格的企业；在网络电商平台下线了20多万只价格异常的口罩，涉及到36000多户门店。,0
91,5e8d92fa7ac1f2cf57f7b1a4,国际奥委会称东京奥运会将会如期举办当地时间3月3日，国际奥委会在瑞士洛桑召开执行委员会，国际奥委会主席巴赫表示，国际奥委会继续全力支持2020东京奥运会，并鼓励所有运动员充满信心全力以赴，继续为2020东京奥运会做准备。国际奥委会新闻发言人马克·亚当斯表示，基于现有证据，没有理由更改2020东京奥运会，将按原计划于2020年7月24日至8月9日期间举行。,0
231,5e8d92fa7ac1f2cf57f7b2bc,英国累计确诊13例，新增4例为钻石公主号撤侨人员据英国广播公司(BBC)报道，受困于日本横滨码头“钻石公主”号上的30名英籍人士22日乘坐飞机回到英国。据最新消息，其中4人新冠病毒检测呈阳性，使英国确诊病例总数达到13例。,0
230,5e8d92fa7ac1f2cf57f7b2bb,斯洛伐克总理因呼吸系统感染和高烧入院据路透社23日报道，斯洛伐克总理办公室当天发表声明称，22日晚间，佩列格里尼因呼吸系统感染和高烧住院。由于他的病情，他暂时取消了此后的原定行程。,0
48,5e8d92fa7ac1f2cf57f7b103,湖北天门民警汪勇殉职，49岁3月7日，湖北天门交警汪勇在岳口大队值班时突感不适，同事发现后让他回家休息，但他却主动要求继续坚守，直到下班。当日晚，汪勇因突发脑瘀血送ICU抢救，8日0时许，经抢救无效去世。,0
89,5e8d92fa7ac1f2cf57f7b1a2,日本新冠肺炎确诊病例破千据日本共同社消息，日本厚生劳动省4日表示，日本的新冠肺炎感染者（包括“钻石公主”号邮轮在内）已超过1000人。,0
228,5e8d92fa7ac1f2cf57f7b2b6,武汉工程大学教授杨崇琪去世，66岁武汉工程大学管理学院教授、硕士生导师杨崇琪因感染新冠肺炎去世，66岁。,0
227,5e8d92fa7ac1f2cf57f7b2b5,广州医生丘远军殉职，40岁2月25日晚，广州市正骨医院急诊科医生丘远军诊治了2名病人后突发脑溢血倒在了工作15年的岗位上，生命定格在40岁。据了解，当时他已经连续在广州医疗一线奋战了30多天。丘远军去世的噩耗传回梅州平远县长田镇长安村，家中父母丘海良夫妇难以置信，悲痛欲绝，久久说不出话来。最终。来自儿媳梁女士的一番提议，丘海良强振精神，点头答应下来无偿捐献儿子的人体器官去帮助其他人。近日，丘远军完成器官捐赠评估，家属成功捐赠其5个器官，救治了8名患者。,0
87,5e8d92fa7ac1f2cf57f7b1a0,陕西安康调查医院领导抗疫补助高于援鄂人员针对网络反映安康市中心医院公示中存在“医院领导抗疫补助高于援湖北一线人员”的问题，陕西安康市应对新冠肺炎疫情工作领导小组召开紧急会议，要求市纪委监委迅速成立核查组，就网络反映的有关问题依法依规开展核查工作，做到公开透明，实事求是，有错必究，有责必问，后续情况及时向社会公开。,0
79,5e8d92fa7ac1f2cf57f7b17f,又一艘公主号游轮发生疫情据美媒报道，美国加州一名71岁的男性新冠肺炎死者曾乘坐“至尊公主”号邮轮。该邮轮载有2500名乘客，与“钻石公主”号同样隶属于“公主邮轮”公司。邮轮2月10—21日自旧金山出发前往墨西哥，返回旧金山后21日又前往夏威夷。加州州长3月4日表示，邮轮上有11名乘客和10名船员“出现症状”，目前尚未靠岸。加州方面正与美国疾控中心和当地的医疗保健合作伙伴共享邮轮乘客名单并进行调查。（央视网新闻）,0
202,5e8d92fa7ac1f2cf57f7b26c,美国现首例无法确定病源新冠肺炎患者美国疾控中心称，当地时间2月26日确诊的一名新冠肺炎患者近期并未离开美国，也未与任何确诊病例有过接触，拟为美国首例无法确定病源的新冠肺炎患者。根据该中心一名官员介绍，该患者来自美国加利福尼亚州北部，目前官方正在追踪该患者所有近期接触的人员。,0
29,5e8d92fa7ac1f2cf57f7b0da,武汉医生朱和平殉职，67岁3月9日，武汉市中心医院眼科副主任医师朱和平，因感染新冠肺炎不幸去世。据该院一位专家介绍，朱和平67岁左右，系返聘专家，一直在南京路眼科门诊工作。她沉痛表示，朱和平是一个极其安静的老实人：“安静地给人看病，安静地跟人谈话，安静地戴上老花镜，安静地交给患者处方。安静地感染上病毒，安静地在家隔离，安静地因为病情加重来到急诊，安静地住进重症监护室，最后今天安静地离开了人世。”,0
216,5e8d92fa7ac1f2cf57f7b2aa,国家发改委表示全国口罩日产量超过5400万只国家发展改革委社会司司长欧晓理先生表示，全国口罩生产能力已经较疫情初期大幅提升。目前全国口罩日产量超过了5400万只，比春节假期刚刚结束时提高了近3倍，部分缓解了紧张局面。医用N95口罩日产量已经超过了90万只，月底有望达到日产100万只，总量已经基本能够满足医护一线的需求。,0
199,5e8d92fa7ac1f2cf57f7b269,刑释后离汉抵京人员身份：曾为水利局出纳 因贪污被判10年2月27日，司法部通报称，武汉女子监狱一名刑满释放人员黄女士感染新冠肺炎到京。裁判文书网及恩施法院网显示，“黄某某”涉及2011年宜恩县水利水产局的“窝案”，曾是该局的一名出纳，因贪污公款72万余元，犯贪污罪被判处有期徒刑10年。,0
37,5e8d92fa7ac1f2cf57f7b0f8,应急部与住建部工作组抵达泉州坍塌事故现场由国务院安委办副主任付建华会同住建部副部长易军率领的应急部与住建部联合工作组，于3月8日凌晨2时到达福建省泉州市欣佳酒店“3·7”房屋坍塌事故现场，指导地方全力开展抢险救援工作。,0
168,5e8d92fa7ac1f2cf57f7b21e,世卫表示多国出现首例新冠肺炎病例当地时间28日，世界卫生组织总干事谭德塞在日内瓦表示，丹麦、爱沙尼亚、立陶宛、荷兰和尼日利亚都上报了首例新冠肺炎病例，病例均与意大利有关。根据各国上报数据，目前14个国家的24例新冠肺炎病例与意大利有关，11个国家的97例新冠肺炎病例与伊朗有关。,0
169,5e8d92fa7ac1f2cf57f7b21f,韩国首例监狱囚犯确诊，当局调查感染途径韩联社报道，韩国庆尚北道金泉市监狱1名囚犯29日确诊感染新冠肺炎，这是韩国首次有监狱犯人感染，先前已有狱警感染的病例出现。,0
69,5e8d92fa7ac1f2cf57f7b154,中央指导组表示90后00后有1.2万人，占援鄂医护的三分之一3月6日，中央指导组成员、国务院副秘书长丁向阳表示，在支援湖北武汉的医务人员中，90后00后有1.2万人，差不多是整个队伍的三分之一。他们用行动证明了自己的责任担当和价值，昨天父母眼中的孩子，今天已然成为共和国的脊梁，成为我们国家的骄傲和希望。（海外网）,0
38,5e8d92fa7ac1f2cf57f7b0f9,湖北浠水回应火神山医院建设者被收隔离费近日，湖北省浠水县洗马镇两名参建武汉“火神山”医院的建设者，在网上发布返乡后的集中隔离费用证明图片引发热议。8日，湖北省浠水县对此回应：经调查，洗马镇政府代收劳务公司隔离费用的情况属实，行为是错误的，反映我县执行疫情防控政策不严、作风不实，我们深感自责和愧疚。该笔代收费用已于3月7日上午退还劳务公司，并向当事人道歉。7日晚，经县委研究决定，对洗马镇负责隔离点工作的党委委员、副镇长马金安同志给予免职处理。经排查，全县其他参加武汉“两山”医院建设的返乡隔离人员，没有向个人收取费用。对洗马镇其他相关责任人员，将根据调查情况，依纪依法给予严肃处理。,0
200,5e8d92fa7ac1f2cf57f7b26a,前伊朗驻梵蒂冈大使因新冠肺炎死亡据伊朗官方媒体周四报道，伊朗教士哈迪·霍斯罗沙希（Hadi Khosroshahi）在库姆死于新冠肺炎。报道称，在伊朗伊斯兰革命后，霍斯罗沙希一直担任伊朗驻梵蒂冈大使。,0
35,5e8d92fa7ac1f2cf57f7b0f6,泉州通报已成立酒店坍塌调查组 28人仍在搜救3月8日12时许，福建省泉州市政府召开欣佳酒店楼体坍塌事故发布会。泉州官方发布的消息称，截至8日11时30分，欣佳酒店坍塌现场搜救出受困人员43人（其中6人救出时无生命体征），1人身体无碍未送医，送医治疗的有36人（不含自行逃生人员中送医的8人），其中1例危重症医治无效死亡，正在搜救的还有28人。官方发布会透露，事发当时，欣佳酒店集中医学观察点共入住重点地区或有相关旅居史的人员58人，经过核酸检测均为阴性。,0
39,5e8d92fa7ac1f2cf57f7b0fa,国家卫健委称4.26万名支援湖北医护人员中，女性占比2/33月8日，国务院联防联控记者召开新闻发布会。在回答记者提问时，国家卫健委医政医管局监察专员郭燕红介绍说，从除夕夜第一批医疗队到达武汉，到目前为止共有346支医疗队、4.26万医护人员抵达湖北，与当地医务人员并肩作战。郭燕红还介绍说，在4.26万驰援湖北的医护人员中，2.8万名为女性医护人员，占比2/3。巾帼不让须眉，她们在患者救治工作中发挥了巨大作用。,0
203,5e8d92fa7ac1f2cf57f7b26d,伊朗议会国家安全委员会主席确诊据土耳其阿纳多卢通讯社2月27日消息，伊朗议会国家安全委员会主席Mojtaba Zonnour发视频称，他已感染新冠肺炎，目前正在隔离中。此前，伊朗卫生副部长也被确诊。,0
173,5e8d92fa7ac1f2cf57f7b224,德国新冠肺炎确诊病例累积66例根据德国疾病防控机构罗伯特·科赫研究所最新公布的数据显示，截止当地时间2月29日上午10时，德国共确诊66例新冠病毒肺炎感染病例。综合德国媒体报道，截止目前，在德国北莱茵-威斯特法伦州另有约2000人因曾与确诊患者有接触被居家隔离。,0
41,5e8d92fa7ac1f2cf57f7b0fc,至尊公主号船长表示游轮将于8日晚停靠奥克兰港据美联社消息，“至尊公主”号邮轮船长7日告诉乘客，该邮轮将会在加利福尼亚州奥克兰港停靠。此前，曾有乘坐该邮轮的乘客确诊患新冠肺炎，随后死亡。“至尊公主”号本应在5日靠港旧金山，但加州官方要求邮轮“延迟航程”，等待疫情排查。,0
174,5e8d92fa7ac1f2cf57f7b225,卡塔尔确诊首例新冠肺炎病例当地时间29日，卡塔尔卫生部发表声明证实，该国日前确诊了首例新冠肺炎病例。该患者是一名近期从伊朗返回的36岁卡塔尔公民。,0
43,5e8d92fa7ac1f2cf57f7b0fe,武汉14家方舱医院11家休舱截至3月8日下午，武汉的14家方舱医院当中已经有11家休舱，剩余3家方舱医院累计在院患者仅剩100多人。据了解，武汉方舱医院从2月5日开始收治首批患者到今天，已运行33天，共收治新冠肺炎轻症患者12000多人。,0
70,5e8d92fa7ac1f2cf57f7b155,中央指导组表示援汉40000多名医务人员无感染报告3月6日，中央指导组成员、国务院副秘书长丁向阳表示，现在由于各项措施不断加强，有效控制了医院院内感染，目前，全国支援武汉的40000多名医务人员没有感染报告。,0
175,5e8d92fa7ac1f2cf57f7b226,挪威新增新冠肺炎病例1例，累计确诊7例据挪威电视台（NRK）报道，当地时间2月29日，挪威首都奥斯陆的乌勒沃医院再次出现1例新冠肺炎确诊病例。确诊病例为该医院员工，该员工与之前被感染的员工有过密切接触。最为严重的是该医院首个出现症状的员工在周一、周二两天接触过上百人。目前挪威共有7人确诊新冠肺炎。,0
40,5e8d92fa7ac1f2cf57f7b0fb,韩国79.4%确诊病例属集体感染韩联社消息称，韩国中央防疫对策本部本部长郑银敬3月8日在记者会上表示，感染新型冠状病毒(COVID-19)确诊病例中79.4%属于集体感染。,0
198,5e8d92fa7ac1f2cf57f7b268,广东228家A级景区宣布对医务人员免门票目前，全省共有228家有收费项目的A级旅游景区将在疫情结束并恢复经营后向医护工作者提供免门票、消费折扣等优惠服务。这些旅游景区几乎囊括了广东所有的山海动植物自然美景，以及园林、博物馆等各式人文景致，优惠时间基本贯穿今年一年，医务工作者凭相关证件便可去游玩。,0
166,5e8d92fa7ac1f2cf57f7b21c,河南周口副市长刘建武殉职，45岁2月29日凌晨，周口市人民政府办公室发布讣告，周口市人民政府副市长刘建武因公殉职，不幸于2月28日14时16分逝世，终年45岁。现定于3月1日10时，在周口市殡仪馆向遗体告别。,0
67,5e8d92fa7ac1f2cf57f7b152,习近平发表重要讲话中共中央总书记、国家主席、中央军委主席习近平6日下午在京出席决战决胜脱贫攻坚座谈会并发表重要讲话。汪洋主持。座谈会以电视电话会议形式召开。,0
153,5e8d92fa7ac1f2cf57f7b20e,韩国新冠肺炎定点医院16名护士辞职据韩国《中央日报》3月1日报道，在韩国的重灾区之一庆尚北道，浦项医疗院刚于2月28日被指定为新冠肺炎定点医院。不过最近，该这家医院已经有16名护士辞职。,0
154,5e8d92fa7ac1f2cf57f7b20f,武汉产生首家“休舱”方舱医院3月1日下午2点15分，武汉市硚口武体方舱医院，34名康复的患者出院。他们将转运到隔离点进行14天隔离后，再回家。这是硚口武体方舱最后一批出院的患者。其他76名患者将进行转诊处理，转诊完毕后，硚口武体方舱医院将进行“休舱”处理，不再接收患者。入驻硚口武体方舱医院的山西救援队医护人员待命，救援物资和设备进行封存，原地待命。这是武汉市首家“休舱”的方舱医院。,0
214,5e8d92fa7ac1f2cf57f7b28d,中央多部门联合调查组调查确诊人员离汉抵京2月26日，经中央政法委批准，司法部牵头，由分管副部长刘志强带队，会同中央政法委、最高人民检察院、公安部组成联合调查组，赴湖北就武汉女子监狱一名刑满释放人员感染新冠肺炎到京事件进行调查。,0
155,5e8d92fa7ac1f2cf57f7b210,浙大一院首批56名医护人员开始隔离休息浙江大学医学院附属第一医院承担了浙江新冠肺炎危重症确诊病人的救治任务。目前，从该院治愈的新冠肺炎患者有88例，治愈率达到84.6%。按照医护人员安排轮休保证休息的要求，3月1日上午，在浙江大学医学院附属第一医院之江院区门诊大楼前，56名在隔离病房工作的医护人员暂时结束工作。随后，他们乘坐大巴，前往安吉进行为期2周的隔离和调整。,0
213,5e8d92fa7ac1f2cf57f7b28c,湖北成立调查组调查确诊人员离汉抵京针对26日网传一名刑满释放新冠肺炎确诊人员离汉抵京的有关情况，湖北省委书记应勇同志作出批示：在疫情防控最吃劲的关键阶段，竟发生此类严重违反离汉离鄂通道管控的事件，绝不能允许。要迅速查清事实，依纪依法严肃处理，及时回应社会关切。此事还是否涉及其他违法违纪问题，也要彻查。不论涉及到谁，都要一查到底。,0
156,5e8d92fa7ac1f2cf57f7b211,深圳新增由英国途经香港输入病例3月1日凌晨，深圳市卫生健康委报告1例境外输入新冠肺炎确诊病例。据初步了解，患者无湖北旅行史，在英国工作地点有两名同事出现咳嗽发热症状。广东省卫生健康委已于3月1日凌晨将相关情况通报香港卫生部门,0
211,5e8d92fa7ac1f2cf57f7b28a,伊朗总统称不会停工停学当地时间26日，伊朗总统鲁哈尼在会议表示，伊朗不会停工停学，但会大力做好防控工作，社会停摆正是其敌人所希望看到的，他们想让全国“放假”。截至目前，伊朗累计确诊新冠肺炎139例，19人死亡。,0
